grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
x, a_star, gap, panqueca3, '15 22 8 23 17 5 25 19 24 6 11 3 21 4 26 1 27 16 14 7 2 20 13 0 9 10 18 12', 27, 26, 671834, 4.3186, 155568
x, a_star, gap, panqueca3, '24 15 18 2 20 17 22 8 26 12 4 7 9 16 1 5 14 27 0 19 11 3 10 6 13 25 21 23', 29, 27, 23342669, 148.43, 157264
x, a_star, gap, panqueca3, '16 15 19 25 23 7 17 22 5 4 0 24 9 14 11 10 1 18 13 3 6 26 2 27 8 20 12 21', 26, 24, 3747510, 23.8526, 157111
x, a_star, gap, panqueca3, '1 7 12 23 14 8 22 4 18 25 11 10 6 17 13 21 24 15 5 16 20 27 2 3 19 9 0 26', 26, 25, 442702, 2.80292, 157943
x, a_star, gap, panqueca3, '5 4 21 23 14 20 0 10 13 9 16 1 22 2 25 27 12 8 17 6 26 7 24 19 3 18 11 15', 27, 26, 645668, 4.0984, 157541
x, a_star, gap, panqueca3, '5 14 16 8 15 21 11 4 17 27 0 18 13 20 23 19 6 2 7 1 25 24 22 26 10 12 9 3', 27, 26, 2399807, 15.2132, 157745
x, a_star, gap, panqueca3, '2 22 24 16 6 10 27 14 5 20 21 13 4 25 23 0 17 11 7 12 8 3 26 1 19 9 18 15', 27, 26, 1519574, 9.71797, 156367
x, a_star, gap, panqueca3, '20 0 21 2 3 9 1 12 24 14 27 4 17 19 15 18 22 5 7 16 10 6 13 25 23 26 8 11', 28, 26, 10092898, 64.3469, 156851
x, a_star, gap, panqueca3, '25 15 11 14 4 12 7 8 10 21 19 3 18 2 0 6 22 24 5 1 13 16 9 27 20 17 26 23', 28, 26, 12143402, 77.009, 157688
x, a_star, gap, panqueca3, '6 22 12 0 26 8 27 7 20 15 16 13 1 14 17 24 21 4 9 19 5 23 11 2 3 25 18 10', 27, 25, 1300573, 8.32131, 156294
x, a_star, gap, panqueca3, '15 0 6 9 8 25 2 16 26 1 14 12 13 5 27 23 17 11 10 20 4 21 24 7 19 22 18 3', na, na, na, na, na 
x, a_star, gap, panqueca3, '7 25 16 24 18 19 14 5 21 15 12 11 6 0 23 26 1 22 13 17 8 9 2 4 10 27 20 3', 25, 24, 26496, 0.166483, 159151
x, a_star, gap, panqueca3, '7 12 15 13 3 5 22 26 23 18 20 16 1 6 8 19 21 10 4 9 25 11 14 0 24 27 2 17', 28, 27, 5330640, 33.9044, 157226
x, a_star, gap, panqueca3, '18 5 4 14 24 12 17 20 22 27 2 3 26 9 16 0 10 11 6 21 8 25 15 23 1 19 7 13', 26, 24, 1398854, 8.95369, 156232
x, a_star, gap, panqueca3, '24 1 15 12 22 27 13 2 10 19 14 3 17 23 21 9 0 6 18 7 20 11 16 26 5 25 4 8', 28, 27, 363556, 2.30588, 157664
x, a_star, gap, panqueca3, '27 16 2 6 11 24 8 25 15 14 20 17 26 23 12 9 13 5 0 1 7 10 22 19 18 21 3 4', 25, 23, 2680698, 16.8941, 158677
x, a_star, gap, panqueca3, '16 13 7 6 12 4 10 8 0 24 2 18 17 21 25 19 11 5 14 15 26 23 9 1 27 22 3 20', 26, 24, 8106681, 51.6386, 156989
x, a_star, gap, panqueca3, '19 17 22 25 26 10 5 13 23 0 16 21 3 24 15 7 27 1 14 20 6 4 9 12 11 2 8 18', 27, 25, 6294590, 40.1242, 156878
x, a_star, gap, panqueca3, '27 22 24 4 1 14 17 12 21 20 23 2 8 13 25 16 7 9 3 10 26 11 6 15 0 19 18 5', 27, 25, 31293099, 198.905, 157326
x, a_star, gap, panqueca3, '25 3 9 0 4 21 19 15 23 17 6 18 11 24 16 7 20 8 13 14 12 1 26 2 10 27 5 22', 27, 26, 2566255, 16.3341, 157110
x, a_star, gap, panqueca3, '5 27 23 20 17 24 14 4 9 6 15 2 13 1 12 25 8 19 3 21 7 10 26 11 0 18 22 16', 29, 27, 34014710, 217.619, 156304
x, a_star, gap, panqueca3, '2 26 17 23 3 16 20 15 12 7 13 19 24 11 5 10 21 27 1 9 0 25 14 6 22 8 18 4', 28, 27, 4660004, 29.7814, 156474
x, a_star, gap, panqueca3, '19 10 18 21 4 8 25 7 24 16 15 14 2 11 23 1 0 12 3 26 17 22 13 6 27 9 5 20', 26, 24, 5019328, 32.0565, 156578
x, a_star, gap, panqueca3, '27 13 21 26 14 11 16 2 7 9 4 10 8 25 6 24 17 20 15 22 23 12 5 3 19 18 1 0', 25, 24, 73857, 0.465283, 158736
x, a_star, gap, panqueca3, '1 11 21 14 16 17 27 18 19 9 8 12 6 25 0 15 5 13 20 26 3 4 24 22 10 7 2 23', 25, 23, 3438533, 21.8521, 157355
x, a_star, gap, panqueca3, '13 27 7 16 24 25 8 12 0 26 22 14 2 15 4 23 9 21 19 18 1 17 20 6 5 3 10 11', 24, 23, 147968, 0.944993, 156581
x, a_star, gap, panqueca3, '16 11 8 9 12 10 18 24 5 20 22 0 15 19 1 17 3 13 21 6 7 4 26 23 2 14 25 27', 25, 25, 1250, 0.007892, 158388
x, a_star, gap, panqueca3, '7 16 13 3 22 6 5 19 24 11 8 25 21 14 4 9 1 10 17 20 15 23 27 2 12 26 18 0', 28, 26, 29460122, 187.255, 157326
x, a_star, gap, panqueca3, '', 28, 26, 29460122, 187.27, 157313
x, a_star, gap, panqueca3, '', 28, 26, 29460122, 187.192, 157379
