grupo, algorithm, heuristic, domain, instance, cost, h0, generated, time, gen_per_sec
x, a_star, gap, panqueca2, '14 22 9 6 4 18 10 2 21 16 8 25 12 26 3 15 0 1 13 19 24 27 5 20 11 23 7 17', 28, 26, 24726242, 155.441, 159072
x, a_star, gap, panqueca2, '8 24 1 27 14 10 22 2 17 12 9 26 13 16 6 23 25 21 0 7 19 3 20 15 18 4 5 11', 27, 26, 2637672, 16.5357, 159513
x, a_star, gap, panqueca2, '2 17 5 6 19 14 27 18 1 20 23 12 22 16 24 10 7 3 26 21 13 25 8 11 0 15 9 4', 27, 26, 6400345, 39.8171, 160744
x, a_star, gap, panqueca2, '21 26 24 16 14 10 8 0 4 19 17 2 11 6 23 1 20 18 9 5 3 25 15 7 27 22 12 13', 27, 26, 3116430, 19.3924, 160704
x, a_star, gap, panqueca2, '24 21 11 19 18 2 15 27 5 0 16 7 1 26 13 8 14 25 3 17 12 20 10 23 9 6 4 22', 28, 26, 11618565, 72.2244, 160868
x, a_star, gap, panqueca2, '15 12 0 5 10 20 25 26 4 14 11 9 19 6 21 13 27 3 1 2 23 18 17 7 24 16 8 22', 25, 24, 358535, 2.25099, 159279
x, a_star, gap, panqueca2, '27 19 6 5 8 10 0 4 13 22 17 14 2 11 12 20 24 21 23 15 7 9 3 18 16 25 1 26', 27, 25, 5109882, 31.7503, 160940
x, a_star, gap, panqueca2, '17 24 15 3 16 9 10 13 11 2 6 12 1 5 18 8 19 25 0 4 7 23 27 22 20 26 14 21', 27, 26, 445242, 2.76356, 161112
x, a_star, gap, panqueca2, '23 24 25 13 9 2 16 8 15 27 0 7 3 20 21 4 14 11 22 1 17 26 18 12 5 6 19 10', 25, 23, 7014003, 43.7564, 160297
x, a_star, gap, panqueca2, '2 11 18 5 21 25 13 0 22 7 9 16 26 1 14 4 8 24 23 6 15 12 3 17 20 27 19 10', 28, 26, 42965026, 270.167, 159031
x, a_star, gap, panqueca2, '16 11 23 4 13 17 26 2 20 18 24 7 0 14 8 25 15 19 12 1 27 5 6 3 22 9 21 10', 27, 26, 2492523, 15.6068, 159707
x, a_star, gap, panqueca2, '1 20 18 25 12 22 11 4 7 8 21 26 5 14 9 10 0 13 23 3 15 17 27 16 19 6 2 24', 27, 25, 2732917, 16.9687, 161056
x, a_star, gap, panqueca2, '1 18 7 9 3 14 21 12 17 26 25 11 8 13 4 24 16 22 23 27 6 20 0 5 19 10 15 2', 27, 25, 46930915, 293.61, 159841
x, a_star, gap, panqueca2, '20 2 16 9 10 6 7 1 4 22 15 5 3 19 17 18 27 14 8 12 24 13 23 0 11 26 21 25', na, na, na, na, na 
x, a_star, gap, panqueca2, '2 20 12 26 9 15 13 22 1 4 19 24 10 21 27 11 6 0 16 14 25 3 23 18 8 17 7 5', 28, 27, 1584950, 9.8911, 160240
x, a_star, gap, panqueca2, '1 11 25 17 15 2 24 7 21 10 6 22 16 4 13 19 0 20 14 12 3 23 18 5 8 9 26 27', 26, 25, 88347, 0.550572, 160464
x, a_star, gap, panqueca2, '25 12 4 9 13 5 6 20 19 8 26 15 7 24 0 3 1 2 23 27 22 10 14 16 18 11 17 21', 25, 24, 935376, 5.8148, 160861
x, a_star, gap, panqueca2, '9 8 21 27 24 1 7 3 13 14 12 17 5 22 15 18 16 20 10 0 4 26 2 25 11 19 6 23', 26, 25, 369664, 2.30266, 160538
x, a_star, gap, panqueca2, '18 2 7 13 11 19 24 21 22 23 4 20 25 17 10 16 6 5 0 8 15 9 14 3 12 26 1 27', 25, 24, 384642, 2.38496, 161278
x, a_star, gap, panqueca2, '26 19 21 9 1 5 22 16 0 18 23 4 27 3 6 11 25 13 8 17 24 2 15 20 12 7 10 14', 29, 27, 13031854, 81.7498, 159411
x, a_star, gap, panqueca2, '25 8 27 15 17 18 16 20 6 5 13 19 14 24 3 7 9 10 0 23 11 2 22 26 4 12 21 1', 26, 24, 32369165, 201.446, 160684
x, a_star, gap, panqueca2, '1 27 15 9 6 5 19 4 3 18 21 20 26 17 22 8 23 16 0 13 25 11 2 12 14 10 7 24', 25, 24, 718788, 4.46818, 160868
x, a_star, gap, panqueca2, '3 26 8 6 5 16 25 12 23 20 10 21 13 0 22 19 17 11 7 4 15 14 1 9 24 2 18 27', 26, 25, 1079188, 6.71266, 160769
x, a_star, gap, panqueca2, '25 3 27 14 20 0 19 17 6 21 1 15 22 4 10 5 12 24 7 8 26 11 2 9 16 13 23 18', 28, 26, 5728456, 35.7881, 160066
x, a_star, gap, panqueca2, '15 3 22 14 24 9 10 27 19 25 17 26 23 8 11 20 7 21 1 18 0 13 16 4 2 6 12 5', 27, 26, 1461467, 9.11066, 160413
x, a_star, gap, panqueca2, '15 17 6 27 1 19 20 16 23 3 12 0 25 22 18 5 4 10 14 24 26 13 2 8 21 7 11 9', 27, 25, 8621741, 54.1445, 159236
x, a_star, gap, panqueca2, '14 22 25 9 6 18 17 4 1 27 8 5 11 15 3 12 13 20 16 10 26 2 7 19 21 24 0 23', 27, 25, 1963408, 12.2013, 160917
